Date,Flat_10YR_Yield,Upward_10YR_Yield,Downward_10YR_Yield,Flat_Inflation,Upward_Inflation,Downward_Inflation,NTNB_Change_Flat,NTNB_Change_Upward,NTNB_Change_Downward,NTNB_Flat_Scenario,NTNB_Upward_Scenario,NTNB_Downward_Scenario
2027-01-01,11.4,14.029833333333332,8.765,4.4,5.381666666666667,3.8833333333333337,0.0,1.1308283333333329,-1.13305,5.973333333333333,7.104161666666665,4.840283333333333
2027-02-01,11.4,14.114666666666666,8.68,4.4,5.413333333333333,3.8666666666666667,0.0,1.1673066666666665,-1.1696000000000002,5.973333333333333,7.140639999999999,4.803733333333333
2027-03-01,11.4,14.199499999999999,8.595,4.4,5.445,3.85,0.0,1.2037849999999992,-1.2061499999999998,5.973333333333333,7.177118333333332,4.767183333333333
2027-04-01,11.4,14.284333333333333,8.51,4.4,5.476666666666667,3.8333333333333335,0.0,1.2402633333333328,-1.2427000000000001,5.973333333333333,7.213596666666666,4.730633333333333
2027-05-01,11.4,14.369166666666665,8.425,4.4,5.508333333333333,3.816666666666667,0.0,1.2767416666666658,-1.2792499999999998,5.973333333333333,7.250074999999999,4.694083333333333
2027-06-01,11.4,14.453999999999999,8.34,4.4,5.54,3.8000000000000003,0.0,1.3132199999999994,-1.3158000000000003,5.973333333333333,7.286553333333332,4.657533333333332
2027-07-01,11.4,14.538833333333333,8.255,4.4,5.571666666666666,3.783333333333333,0.0,1.349698333333333,-1.3523499999999997,5.973333333333333,7.323031666666665,4.620983333333333
2027-08-01,11.4,14.623666666666665,8.17,4.4,5.6033333333333335,3.7666666666666666,0.0,1.3861766666666657,-1.3889000000000002,5.973333333333333,7.359509999999998,4.584433333333332
2027-09-01,11.4,14.708499999999999,8.085,4.4,5.635,3.75,0.0,1.4226549999999993,-1.4254499999999997,5.973333333333333,7.395988333333332,4.547883333333333
2027-10-01,11.4,14.793333333333333,8.0,4.4,5.666666666666666,3.7333333333333334,0.0,1.459133333333333,-1.4620000000000002,5.973333333333333,7.432466666666666,4.511333333333333
2027-11-01,11.4,14.878166666666665,7.915,4.4,5.698333333333333,3.716666666666667,0.0,1.495611666666666,-1.49855,5.973333333333333,7.468944999999999,4.474783333333333
2027-12-01,11.4,14.963,7.83,4.4,5.73,3.7,0.0,1.5320899999999995,-1.5351000000000001,5.973333333333333,7.505423333333332,4.438233333333333
2028-01-01,11.4,15.047833333333333,7.745,4.4,5.761666666666667,3.6833333333333336,0.0,1.5685683333333331,-1.57165,5.973333333333333,7.541901666666666,4.401683333333333
2028-02-01,11.4,15.132666666666665,7.66,4.4,5.793333333333333,3.666666666666667,0.0,1.6050466666666658,-1.6082,5.973333333333333,7.578379999999998,4.365133333333333
2028-03-01,11.4,15.2175,7.575,4.4,5.825,3.65,0.0,1.6415249999999995,-1.6447500000000002,5.973333333333333,7.614858333333332,4.328583333333333
2028-04-01,11.4,15.302333333333333,7.49,4.4,5.8566666666666665,3.6333333333333333,0.0,1.678003333333333,-1.6813,5.973333333333333,7.651336666666666,4.2920333333333325
2028-05-01,11.4,15.387166666666666,7.405,4.4,5.888333333333334,3.6166666666666667,0.0,1.714481666666666,-1.71785,5.973333333333333,7.687814999999999,4.255483333333332
2028-06-01,11.4,15.471999999999998,7.32,4.4,5.92,3.6,0.0,1.750959999999999,-1.7544,5.973333333333333,7.724293333333332,4.218933333333332
2028-07-01,11.4,15.556833333333332,7.235,4.4,5.951666666666666,3.5833333333333335,0.0,1.7874383333333326,-1.79095,5.973333333333333,7.760771666666665,4.182383333333332
2028-08-01,11.4,15.641666666666666,7.15,4.4,5.983333333333333,3.5666666666666664,0.0,1.8239166666666662,-1.8275,5.973333333333333,7.797249999999999,4.145833333333333
2028-09-01,11.4,15.726499999999998,7.065,4.4,6.015,3.55,0.0,1.860394999999999,-1.86405,5.973333333333333,7.833728333333331,4.109283333333333
2028-10-01,11.4,15.811333333333332,6.98,4.4,6.046666666666667,3.533333333333333,0.0,1.8968733333333325,-1.9005999999999998,5.973333333333333,7.8702066666666655,4.072733333333333
2028-11-01,11.4,15.896166666666666,6.8950000000000005,4.4,6.078333333333333,3.5166666666666666,0.0,1.9333516666666661,-1.93715,5.973333333333333,7.906684999999999,4.036183333333333
2028-12-01,11.4,15.980999999999998,6.81,4.4,6.109999999999999,3.5,0.0,1.969829999999999,-1.9737000000000002,5.973333333333333,7.943163333333332,3.9996333333333327
2029-01-01,11.4,16.06583333333333,6.725,4.4,6.141666666666667,3.4833333333333334,0.0,2.006308333333332,-2.01025,5.973333333333333,7.979641666666664,3.9630833333333326
2029-02-01,11.4,16.150666666666666,6.64,4.4,6.173333333333333,3.466666666666667,0.0,2.0427866666666663,-2.0468,5.973333333333333,8.016119999999999,3.9265333333333325
2029-03-01,11.4,16.2355,6.555,4.4,6.205,3.45,0.0,2.079264999999999,-2.0833500000000003,5.973333333333333,8.052598333333332,3.8899833333333325
2029-04-01,11.4,16.32033333333333,6.47,4.4,6.236666666666666,3.4333333333333336,0.0,2.1157433333333318,-2.1199000000000003,5.973333333333333,8.089076666666664,3.8534333333333324
2029-05-01,11.4,16.405166666666666,6.385,4.4,6.268333333333333,3.4166666666666665,0.0,2.1522216666666663,-2.1564500000000004,5.973333333333333,8.125554999999999,3.8168833333333323
2029-06-01,11.4,16.49,6.3,4.4,6.3,3.4,0.0,2.188699999999999,-2.193,5.973333333333333,8.162033333333332,3.7803333333333327
2029-07-01,11.4,16.57483333333333,6.215,4.4,6.331666666666666,3.3833333333333333,0.0,2.225178333333332,-2.22955,5.973333333333333,8.198511666666665,3.7437833333333326
2029-08-01,11.4,16.659666666666666,6.13,4.4,6.363333333333333,3.3666666666666667,0.0,2.261656666666666,-2.2661000000000002,5.973333333333333,8.23499,3.7072333333333325
2029-09-01,11.4,16.7445,6.045,4.4,6.395,3.3499999999999996,0.0,2.2981349999999994,-2.3026500000000003,5.973333333333333,8.271468333333331,3.6706833333333324
2029-10-01,11.4,16.82933333333333,5.96,4.4,6.426666666666666,3.333333333333333,0.0,2.334613333333332,-2.3392,5.973333333333333,8.307946666666664,3.6341333333333328
2029-11-01,11.4,16.914166666666667,5.875,4.4,6.458333333333333,3.3166666666666664,0.0,2.3710916666666666,-2.37575,5.973333333333333,8.344425,3.5975833333333327
2029-12-01,11.4,16.999,5.79,4.4,6.49,3.3,0.0,2.4075699999999993,-2.4123,5.973333333333333,8.380903333333332,3.5610333333333326
